sentence,entities
"""But - Winky, come on!",[]
"It's Mr. Crouch who should be ashamed, not you!",['Crouch']
"You didn't do anything wrong, he was really horrible to you -""
  ",[]
"But at these words, Winky clapped her hands over the holes in her hat, flattening her ears so that she couldn't hear a word, and screeched, ""You is not insulting my master, miss!",['Winky']
You is not insulting Mr. Crouch!,['Crouch']
"Mr. Crouch is a good wizard, miss!",['Crouch']
"Mr. Crouch is right to sack bad Winky!""
  ""Winky is having trouble adjusting, Harry Potter,"" squeaked Dobby confidentially.","['Crouch', 'Winky', 'Winky', 'Harry Potter', 'Dobby']"
"""Winky forgets she is not bound to Mr. Crouch anymore; she is allowed to speak her mind now, but she won't do it.",['Crouch']
"""
  ""Can't house-elves speak their minds about their masters, then?""",[]
"Harry asked.
  ",['Harry']
"""Oh no, sir, no,"" said Dobby, looking suddenly serious.",['Dobby']
"""'Tis part of the house-elf's enslavement, sir.",[]
"We keeps their secrets and our silence, sir.",[]
"We upholds the family's honor, and we never speaks ill of them - though Professor Dumbledore told Dobby he does not insist upon this.","['Dumbledore', 'Dobby']"
"Professor Dumbledore said we is free to - to-""
  Dobby looked suddenly nervous and beckoned Harry closer.","['Dumbledore', 'Dobby', 'Harry closer']"
Harry bent forward.,['Harry']
"Dobby whispered, ""He said we is free to call him a - a barmy old codger if we likes, sir!""
  Dobby gave a frightened sort of giggle.
  ","['Dobby', 'Dobby']"
"""But Dobby is not wanting to, Harry Potter,"" he said, talking normally again, and shaking his head so that his ears flapped.","['Dobby', 'Harry Potter']"
"""Dobby likes Professor Dumbledore very much, sir, and is proud to keep his secrets and our silence for him.","['Dobby', 'Dumbledore']"
"""
  ""But you can say what you like about the Malfoys now?""",['Malfoys']
"Harry asked him, grinning.
  ",['Harry']
"A slightly fearful look came into Dobby's immense eyes.
  ",['Dobby']
"""Dobby - Dobby could,"" he said doubtfully.",['Dobby - Dobby']
He squared his small shoulders.,[]
"""Dobby could tell Harry Potter that his old masters were - were - bad Dark wizards'.","['Dobby', 'Harry Potter']"
"""
  Dobby stood for a moment, quivering all over, horror-struck by his own daring - then he rushed over to the nearest table and began banging his head on it very hard, squealing, ""Bad Dobby!","['Dobby', 'Bad Dobby']"
"Bad Dobby!""
  ",['Bad Dobby']
"Harry seized Dobby by the back of his tie and pulled him away from the table.
  ",['Harry']
"""Thank you.",[]
"Harry Potter, thank you,"" said Dobby breathlessly, rubbing his head.
  ","['Harry Potter', 'Dobby']"
"""You just need a bit of practice,"" Harry said.
  ",['Harry']
"""Practice!"" squealed Winky furiously.",['Winky']
"""You is ought to be ashamed of yourself, Dobby, talking that way about your masters!""
  ""They isn't my masters anymore, Winky!"" said Dobby defiantly.","['Dobby', 'Winky', 'Dobby']"
"""Dobby doesn't care what they think anymore!",['Dobby']
"""
  ""Oh you is a bad elf, Dobby!""",['Dobby']
"moaned Winky, tears leaking down her face once more.",['Winky']
"""My poor Mr. Crouch, what is he doing without Winky?","['Crouch', 'Winky']"
"He is needing me, he is needing my help!",[]
"I is looking after the Crouches all my life, and my mother is doing it before me, and my grandmother is doing it before her ...",[]
oh what is they saying if they knew Winky was freed?,['Winky']
"Oh the shame, the shame!""",[]
"She buried her face in her skirt again and bawled.
  ",[]
"""Winky,"" said Hermione firmly, ""I'm quite sure Mr. Crouch is getting along perfectly well without you.","['Winky', 'Crouch']"
"We've seen him, you know -""
  ""You is seeing my master?"" said Winky breathlessly, raising her tearstained face out of her skirt once more and goggling at Hermione.",['Winky']
"""You is seeing him here at Hogwarts?""
  ""Yes,"" said Hermione, ""he and Mr. Bagman are judges in the Triwizard Tournament.","['Hermione', 'Bagman']"
"""
  ""Mr. Bagman comes too?"" squeaked Winky, and to Harry 's great surprise (and Ron's and Hermione's too, by the looks on their faces), she looked angry again.","['Bagman', 'Winky', 'Harry', 'Ron', 'Hermione']"
"""Mr. Bagman is a bad wizard!",['Bagman']
A very bad wizard!,[]
"My master isn't liking him,",[]
"oh no, not at all!""
  ""Bagman - bad?"" said Harry.
  ",['Harry']
"""Oh yes,"" Winky said, nodding her head furiously, ""My master is telling Winky some things!","['Winky', 'Winky']"
But Winky is not saying.. .,['Winky']
Winky - Winky keeps her master's secrets.,['Winky - Winky']
"...""
  She dissolved yet again in tears; they could hear her sobbing into her skirt, ""Poor
  master, poor master, no Winky to help him no more!",['Winky']
"""
  They couldn't get another sensible word out of Winky.",['Winky']
"They left her to her crying and finished their tea, while Dobby chatted happily about his life as a free elf and his plans for his wages.
  ",['Dobby']
"""Dobby is going to buy a sweater next, Harry Potter!""","['Dobby', 'Harry Potter']"
"he said happily, pointing at his bare chest, ""Tell you what, Dobby,"" said Ron, who seemed to have taken a great liking to the elf, ""I'll give you the one my mum knits me this Christmas, I always get one from her.","['Dobby', 'Ron', 'this Christmas']"
"You don't mind maroon, do you?""
  Dobby was delighted.
  ",['Dobby']
"""We might have to shrink it a bit to fit you,"" Ron told him, ""but it'll go well with your tea cozy.",['Ron']
"""
  As they prepared to take their leave, many of the surrounding elves pressed in upon them, offering snacks to take back upstairs.",[]
"Hermione refused, with a pained look at the way the elves kept bowing and curtsying, but Harry and Ron loaded their pockets with cream cakes and pies.
  ","['Harry', 'Ron']"
"""Thanks a lot!""",[]
"Harry said to the elves, who had all clustered around the door to say good night.",['Harry']
"""See you, Dobby!""
  ""Harry Potter . . .","['Dobby', 'Harry Potter']"
"can Dobby come and see you sometimes, sir?""",['Dobby']
"Dobby asked tentatively.
  """,['Dobby']
"'Course you can,"" said Harry, and Dobby beamed.
  ","['Harry', 'Dobby']"
"""You know what?"" said Ron, once he, Hermione, and Harry had left the kitchens behind and were climbing the steps into the entrance hall again.","['Ron', 'Hermione', 'Harry']"
"""All these years I've been really impressed with Fred and George, nicking food from the kitchens - well, it's not exactly difficult, is it?",['Fred and George']
"They can't wait to give it away!""
  ""I think this is the best thing that could have happened to those elves, you know,"" said Hermione, leading the way back up the marble staircase.",['Hermione']
"""Dobby coming to work here, I mean.",['Dobby']
"The other elves will see how happy he is, being free, and slowly it'll dawn on them that they want that too!""
  ""Let's hope they don't look too closely at Winky,"" said Harry.
  ","['Winky', 'Harry']"
"""Oh she'll cheer up,"" said Hermione, though she sounded a bit doubtful.",['Hermione']
"""Once the shock's worn off, and she's got used to Hogwarts, she'll see how much better off she is without that Crouch man.","['Hogwarts', 'Crouch']"
"""
  ""She seems to love him,"" said Ron thickly (he had just started on a cream cake).
  ",['Ron thickly']
"""Doesn't think much of Bagman, though, does she?"" said Harry.","['Bagman', 'Harry']"
"""Wonder what Crouch says at home about him?""
  ""Probably says he's not a very good Head of Department,"" said Hermione, ""and let's face it...","['Crouch', 'Hermione']"
"he's got a point, hasn't he?""
  ""I'd still rather work for him than old Crouch,"" said Ron.","['Crouch', 'Ron']"
"""At least Bagman's got a sense of humor.",[]
"""
  ""Don't let Percy hear you saying that,"" Hermione said, smiling slightly.
  ",['Percy']
"""Yeah, well, Percy wouldn't want to work for anyone with a sense of humor, would he?""
  said Ron, now starting on a chocolate eclair.","['Percy', 'Ron']"
"""Percy wouldn't recognize a joke if it danced naked in front of him wearing Dobby's tea cozy.",['Dobby']
"""
  CHAPTER TWENTY-TWO - THE UNEXPECTED TASK
  Potter!",[]
Weasley!,['Weasley']
"Will you pay attention?""
  Professor McGonagall's irritated voice cracked like a whip through the Transfiguration class on Thursday, and Harry and Ron both jumped and looked up.
  ","['McGonagall', 'Transfiguration', 'Thursday', 'Harry', 'Ron']"
"It was the end of the lesson; they had finished their work; the guinea fowl they had been changing into guinea pigs had been shut away in a large cage on Professor McGonagall's desk (Neville's still had feathers); they had copied down their homework from the blackboard (""Describe, with examples, the ways in which Transforming Spells must be adapted when performing Cross-Species Switches""}.","['McGonagall', 'Neville', 'Transforming Spells', 'Cross-Species Switches']"
"The bell was due to ring at any moment, and Harry and Ron, who had been having a sword fight with a couple of Fred and George's fake wands at the back of the class, looked up, Ron holding a tin parrot and Harry, a rubber haddock.
  ","['Harry', 'Ron', ""Fred and George's"", 'Ron', 'Harry']"
"""Now that Potter and Weasley have been kind enough to act their age,"" said Professor McGonagall, with an angry look at the pair of them as the head of Harry's haddock drooped and fell silently to the floor - Ron's parrot's beak had severed it moments before - ""I have something to say to you all.
  ","['Potter', 'Weasley', 'McGonagall', 'Harry']"
"""The Yule Ball is approaching - a traditional part of the Triwizard Tournament and an opportunity for us to socialize with our foreign guests.",['The Yule Ball']
"Now, the ball will be open only to fourth years and above - although you may invite a younger student if you wish -""
  Lavender Brown let out a shrill giggle.","['only to fourth years', 'Lavender Brown']"
"Parvati Patil nudged her hard in the ribs, her face working furiously as she too fought not to giggle.",['Parvati Patil']
"They both looked around at Harry, Professor McGonagall ignored them, which Harry thought was distinctly unfair, as she had just told off him and Ron.
  ""Dress robes will be worn,"" Professor McGonagall continued, ""and the ball will start at eight o'clock on Christmas Day, finishing at midnight in the Great Hall.","['Harry, Professor McGonagall', 'Harry', 'Ron', 'McGonagall', ""eight o'clock"", 'Christmas Day', 'midnight', 'the Great Hall']"
"Now then -""
  Professor McGonagall stared deliberately around the class.
  ",['McGonagall']
"""The Yule Ball is of course a chance for us all to - er - let our hair down,"" she said, in a disapproving voice.
  ",['The Yule Ball']
"Lavender giggled harder than ever, with her hand pressed hard against her mouth to stifle the sound.",[]
"Harry could see what was funny this time: Professor McGonagall, with her hair in a tight bun, looked as though she had never let her hair down in any sense.
  ","['Harry', 'McGonagall']"
"""But that does NOT mean,"" Professor McGonagall went on, ""that we will be relaxing the standards of behavior we expect from Hogwarts students.",['McGonagall']
I will be most seriously displeased if a Gryffindor student embarrasses the school in any way.,['Gryffindor']
"""
  The bell rang, and there was the usual scuffle of activity as everyone packed their bags and swung them onto their shoulders.
  ",[]
"Professor McGonagall called above the noise, ""Potter - a word, if you please.",['McGonagall']
"""
  Assuming this had something to do with his headless rubber haddock, Harry proceeded gloomily to the teacher's desk.",['Harry']
"Professor McGonagall waited until the rest of the class had gone, and then said, ""Potter, the champions and their partners -""
  ""What partners?"" said Harry.
  Profesor McGonagall looked suspiciously at him, as though she thought he was trying to be funny.
  ","['McGonagall', 'Harry', 'Profesor McGonagall']"
"""Your partners for the Yule Ball, Potter,"" she said coldly.",['the Yule Ball']
"""Your dance partners.",[]
"""
  Harry's insides seemed to curl up and shrivel.
  ",['Harry']
"""Dance partners?""",[]
He felt himself going red.,[]
"""I don't dance,"" he said quickly.
  ",[]
"""Oh yes, you do,"" said Professor McGonagall irritably.",['McGonagall']
"""That's what I'm telling you.
  ",[]
"Traditionally, the champions and their partners open the ball.",[]
"""
  Harry had a sudden mental image of himself in a top hat and tails, accompanied by a girl in the sort of frilly dress Aunt Petunia always wore to Uncle Vernon's work parties.
  ","['Harry', 'Aunt Petunia', ""Uncle Vernon's""]"
"""I'm not dancing,"" he said.
  ",[]
"""It is traditional,"" said Professor McGonagall firmly.",['McGonagall']
"""You are a Hogwarts champion, and you will do what is expected of you as a representative of the school.",[]
"So make sure you get yourself a partner, Potter.",['Potter']
"""
  ""But-I don't-""
  ""You heard me, Potter,"" said Professor McGonagall in a very final sort of way.
  ","['Potter', 'McGonagall']"
A week ago.,['A week ago']
Harry would have said finding a partner for a dance would be a cinch compared to taking on a Hungarian Horntail.,"['Harry', 'a Hungarian Horntail']"
"But now that he had done the latter, and was facing the prospect of asking a girl to the ball, he thought he'd rather have another round with the dragon.
  ",[]
"Harry had never known so many people to put their names down to stay at Hogwarts for Christmas; he always did, of course, because the alternative was usually going back to Privet Drive, but he had always been very much in the minority before now.","['Harry', 'Christmas', 'Privet Drive']"
"This year, however, everyone in the fourth year and above seemed to be staying, and they all seemed to Harry to be obsessed with the coming ball - or at least all the girls were, and it was amazing how many girls Hogwarts suddenly seemed to hold; he had never quite noticed that before.","['This year', 'the fourth year', 'Harry']"
"Girls giggling and whispering in the corridors, girls shrieking with laughter as boys passed them, girls excitedly comparing notes on what they were going to wear on Christmas night... .
  ",['Christmas night']
"""Why do they have to move in packs?""",[]
"Harry asked Ron as a dozen or so girls walked past them, sniggering and staring at Harry.","['Harry', 'Ron', 'Harry']"
"""How're you supposed to get one on their own to ask them?",[]
"""
  ""Lasso one?"" Ron suggested.","['Lasso', 'Ron']"
"""Got any idea who you're going to try?""
  Harry didn't answer.",['Harry']
"He knew perfectly well whom he'd like to ask, but working up the nerve was something else. . . .",[]
"Cho was a year older than he was; she was very pretty; she was a very good Quidditch player, and she was also very popular.
  ","['Cho', 'a year', 'Quidditch']"
"Ron seemed to know what was going on inside Harry's head.
  ","['Ron', 'Harry']"
"""Listen, you're not going to have any trouble.",[]
You're a champion.,[]
You've just beaten a Hungarian Horntail.,['a Hungarian Horntail']
I bet they'll be queuing up to go with you.,[]
"""
  ",[]
"In tribute to their recently repaired friendship, Ron had kept the bitterness in his voice to a bare minimum.",['Ron']
"Moreover, to Harry's amazement, he turned out to be quite right.
  ",['Harry']
A curly-haired third-year Hufflepuff girl to whom Harry had never spoken in his life asked him to go to the ball with her the very next day.,"['third-year', 'Hufflepuff', 'Harry', 'next day']"
Harry was so taken aback he said no before he'd even stopped to consider the matter.,['Harry']
"The girl walked off looking rather hurt, and Harry had to endure Dean's, Seamus's, and Ron's taunts about her all through History of Magic.","['Harry', 'Dean', 'Seamus', 'Ron', 'Magic']"
"The following day, two more girls asked him, a second year and (to his horror) a fifth year who looked as though she might knock him out if he refused.
  ","['two', 'a second year', 'a fifth year']"
"""She was quite good-looking,"" said Ron fairly, after he'd stopped laughing.
  ",['Ron fairly']
"""She was a foot taller than me,"" said Harry, still unnerved.",['Harry']
"""Imagine what I'd look like trying to dance with her.",[]
"""
  Hermione's words about Krum kept coming back to him.",['Krum']
"""They only like him because he's famous!""",[]
"Harry doubted very much if any of the girls who had asked to be his partner so far would have wanted to go to the ball with him if he hadn't been a school champion.
  ",['Harry']
"Then he wondered if this would bother him if Cho asked him.
  ",['Cho']
On the whole.,[]
"Harry had to admit that even with the embarrassing prospect of opening the ball before him, life had definitely improved since he had got through the first task.
  ","['Harry', 'first']"
"He wasn't attracting nearly as much unpleasantness in the corridors anymore, which he suspected had a lot to do with Cedric - he had an idea Cedric might have told the Hufflepuffs to leave Harry alone, in gratitude for Harry's tip-off about the dragons.
  ","['Cedric', 'Cedric', 'Hufflepuffs', 'Harry', 'Harry']"
There seemed to be fewer Support Cedric Diggory!,[]
badges around too.,[]
"Draco Malfoy, of course, was still quoting Rita Skeeter's article to him at every possible opportunity, but he was getting fewer and fewer laughs out of it - and just to heighten Harry's feeling of well-being, no story about Hagrid had appeared in the Daily Prophet.
  ","['Draco Malfoy', ""Rita Skeeter's"", 'Harry', 'Hagrid']"
"""She didn' seem very int'rested in magical creatures, ter tell yeh the truth,"" Hagrid said, when Harry, Ron, and Hermione asked him how his interview with Rita Skeeter had gone during the last Care of Magical Creatures lesson of the term.","['Harry, Ron', 'Hermione', 'Rita Skeeter', 'Care of Magical Creatures']"
"To their very great relief, Hagrid had given up on direct contact with the skrewts now, and they were merely sheltering behind his cabin today, sitting at a trestle table and preparing a fresh selection of food with which to tempt the skrewts.
  ","['Hagrid', 'today']"
"""She jus' wanted me ter talk about you, Harry,"" Hagrid continued in a low voice.",['Harry']
"""Well, I told her we'd been friends since I went ter fetch yeh from the Dursleys.",[]
'Never had to tell him off in four years?',['four years']
she said.,[]
"'Never played you up in lessons, has he?'",[]
"I told her no, an she didn' seem happy at all.",[]
"Yeh'd think she wanted me to say yeh were horrible, Harry.""
  "" 'Course she did,"" said Harry, throwing lumps of dragon liver into a large metal bowl and picking up his knife to cut some more.","['Harry', 'Harry']"
"""She can't keep writing about what a tragic little hero I am, it'll get boring.",[]
"""
  ""She wants a new angle, Hagrid,"" said Ron wisely as he shelled salamander eggs.","['Hagrid', 'Ron']"
"""You were supposed to say Harry's a mad delinquent!""
  ",['Harry']
"""But he's not!""",[]
"said Hagrid, looking genuinely shocked.
  ",[]
"""She should've interviewed Snape,"" said Harry grimly.","['Snape', 'Harry grimly']"
"""He'd give her the goods on me any day.",['any day']
'Potter has been crossing lines ever since he first arrived at this school. . . .',[]
"""
  ""Said that, did he?"" said Hagrid, while Ron and Hermione laughed.","['Hagrid', 'Ron', 'Hermione']"
"""Well, yeh might've bent a few rules.",[]
"Harry, bu' yeh're all righ' really, aren' you?""
  ""Cheers, Hagrid,"" said Harry, grinning.
  ","['Harry', 'Cheers, Hagrid', 'Harry']"
"""You coming to this ball thing on Christmas Day, Hagrid?"" said Ron.
  ""Though' I might look in on it, yeah,"" said Hagrid gruffly.","['Christmas Day', 'Hagrid', 'Ron', 'Hagrid']"
"""Should be a good do, I reckon.",[]
"You'll be openin the dancin', won yeh, Harry?",['Harry']
Who're you takin'?,[]
"""
  ""No one, yet,"" said Harry, feeling himself going red again.",['Harry']
"Hagrid didn't pursue the subject.
  ",[]
The last week of term became increasingly boisterous as it progressed.,['The last week']
"Rumors about the Yule Ball were flying everywhere, though Harry didn't believe half of them - for instance, that Dumbledore had bought eight hundred barrels of mulled mead from Madam Rosmerta.","['the Yule Ball', 'Harry', 'half', 'Dumbledore', 'eight hundred barrels', 'Rosmerta']"
"It seemed to be fact, however, that he had booked the Weird Sisters.",[]
"Exactly who or what the Weird Sisters were Harry didn't know, never having had access to a wizard's wireless, but he deduced from the wild excitement of those who had grown up
  listening to the WWN (Wizarding Wireless Network) that they were a very famous musical group.
  ","['Harry', 'WWN']"
"Some of the teachers, like little Professor Flitwick, gave up trying to teach them much when their minds were so clearly elsewhere; he allowed them to play games in his lesson on Wednesday, and spent most of it talking to Harry about the perfect Summoning Charm Harry had used during the first task of the Triwizard Tournament.","['Wednesday', 'Harry', 'Charm Harry', 'first']"
Other teachers were not so generous.,[]
"Nothing would ever deflect Professor Binns, for example, from plowing on through his notes on goblin rebellions - as Binns hadn't let his own death stand in the way of continuing to teach, they supposed a small thing like Christmas wasn't going to put him off.",['Christmas']
It was amazing how he could make even bloody and vicious goblin riots sound as boring as Percys cauldron-bottom report.,['Percys']
"Professors McGonagall and Moody kept them working until the very last second of their classes too, and Snape, of course, would no sooner let them play games in class than adopt Harry.","['Moody', 'Snape', 'Harry']"
"Staring nastily around at them all, he informed them that he would be testing them on poison antidotes during the last lesson of the term.
  ",[]
"""Evil, he is,"" Ron said bitterly that night in the Gryffindor common room.","['Ron', 'Gryffindor']"
"""Springing a test on us on the last day.",['the last day']
Ruining the last bit of term with a whole load of studying.,[]
"""
  ""Mmm . . .",[]
"you're not exactly straining yourself, though, are you?"" said Hermione, looking at him over the top of her Potions notes.","['Hermione', 'Potions']"
"Ron was busy building a card castle out of his Exploding Snap pack - a much more interesting pastime than with Muggle cards, because of the chance that the whole thing would blow up at any second.
  ","['Ron', 'Exploding Snap', 'Muggle', 'second']"
"""It's Christmas, Hermione,"" said Harry lazily; he was rereading Flying with the Cannons for the tenth time in an armchair near the fire.
  ","['Christmas', 'Harry', 'tenth']"
Hermione looked severely over at him too.,[]
"""I'd have thought you'd be doing something constructive, Harry, even if you don't want to learn your antidotes!",['Harry']
"""
  ""Like what?""",[]
"Harry said as he watched Joey Jenkins of the Cannons belt a Bludger toward a Ballycastle Bats Chaser.
  ","['Harry', 'Joey Jenkins', 'Bludger']"
"""That egg!""",[]
"Hermione hissed.
  ",[]
"""Come on, Hermione, I've got till February the twenty-fourth,"" Harry said.
  ","['February', 'Harry']"
He had put the golden egg upstairs in his trunk and hadn't opened it since the celebration party after the first task.,['first']
"There were still two and a half months to go until he needed to know what all the screechy wailing meant, after all.
  ",['two and a half months']
"""But it might take weeks to work it out!"" said Hermione.",['weeks']
"""You're going to look a real idiot if everyone else knows what the next task is and you don't!""
  ""Leave him alone, Hermione, he's earned a bit of a break,"" said Ron, and he placed the last two cards on top of the castle and the whole lot blew up, singeing his eyebrows.
  ","['Hermione', 'Ron', 'two']"
"""Nice look, Ron ... go well with your dress robes, that will.",['Ron']
"""
  It was Fred and George.",['Fred and George']
"They sat down at the table with Harry, Ron, and Hermione as Ron felt how much damage had been done.
  ","['Harry, Ron', 'Hermione', 'Ron']"
"""Ron, can we borrow Pigwidgeon?""",['Ron']
"George asked.
  ",['George']
"""No, he's off delivering a letter,"" said Ron.",['Ron']
"""Why?""
  ""Because George wants to invite him to the ball,"" said Fred sarcastically.
  ","['George', 'Fred sarcastically']"
"""Because we want to send a letter, you stupid great prat,"" said George.
  ""Who d'you two keep writing to, eh?"" said Ron.
  ""Nose out, Ron, or I'll burn that for you too,"" said Fred, waving his wand threateningly.
  ","['George', 'two', 'Ron', 'Ron', 'Fred']"
"""So . . .",[]
you lot got dates for the ball yet?,[]
"""
  ""Nope,"" said Ron.
  """,['Ron']
"Well, you'd better hurry up, mate, or all the good ones will be gone,"" said Fred.
  ""Who're you going with, then?"" said Ron.
  ""Angelina,"" said Fred promptly, without a trace of embarrassment.
  ","['Fred', 'Ron', 'Angelina', 'Fred']"
"""What?"" said Ron, taken aback.",['Ron']
"""You've already asked her?""
  ""Good point,"" said Fred.",['Fred']
"He turned his head and called across the common room, ""Oi!
  Angelina!""
  ",[]
"Angelina, who had been chatting with Alicia Spinnet near the fire, looked over at him.
  ","['Angelina', 'Alicia Spinnet']"
"""What?"" she called back.
  ",[]
"""Want to come to the ball with me?""
  Angelina gave Fred an appraising sort of look.
  ",[]
"""All right, then,"" she said, and she turned back to Alicia and carried on chatting with a bit of a grin on her face.
  ",['Alicia']
"""There you go,"" said Fred to Harry and Ron, ""piece of cake.",['Fred to Harry and Ron']
"""
  He got to his feet, yawning, and said, ""We'd better use a school owl then, George, come
  on. .. .",['George']
"""
  They left.",[]
"Ron stopped feeling his eyebrows and looked across the smoldering wreck of his card castle at Harry.
  ","['Ron', 'Harry']"
"""We should get a move on, you know . . .",[]
ask someone.,[]
He's right.,[]
We don't want to end up with a pair of trolls.,[]
"""
  Hermione let out a sputter of indignation.
  ",[]
"""A pair of... what, excuse me?""
  ""Well - you know,"" said Ron, shrugging.",['Ron']
"""I'd rather go alone than with - with Eloise Midgen, say.",['Midgen']
"""
  ""Her acne's loads better lately - and she's really nice!",[]
"""
  ""Her nose is off-center,"" said Ron.
  ",['Ron']
"""Oh I see,"" Hermione said, bristling.",[]
"""So basically, you're going to take the best-looking girl who'll have you, even if she's completely horrible?",[]
"""
  ""Er - yeah, that sounds about right,"" said Ron.
  ""I'm going to bed,"" Hermione snapped, and she swept off toward the girls' staircase without another word.
  ",['Ron']
"The Hogwarts staff, demonstrating a continued desire to impress the visitors from Beauxbatons and Durmstrang, seemed determined to show the castle at its best this Christmas.","['Hogwarts', 'Beauxbatons', 'this Christmas']"
When the decorations went up.,[]
Harry noticed that they were the most stunning he had yet seen inside the school.,['Harry']
"Everlasting icicles had been attached to the banisters of the marble staircase; the usual twelve Christmas trees in the Great Hall were bedecked with everything from luminous holly berries to real, hooting, golden owls, and the suits of armor had all been bewitched to sing carols whenever anyone passed them.
  ","['twelve Christmas', 'the Great Hall']"
"It was quite something to hear ""0",[]
"Come, All Ye Faithful"" sung by an empty helmet that only knew half the words.",['half']
"Several times, Filch the caretaker had to extract Peeves from inside the armor, where he had taken to hiding, filling in the gaps in the songs with lyrics of his own invention, all of which were very rude.
  ","['Filch', 'Peeves']"
And still.,[]
Harry hadn't asked Cho to the ball.,"['Harry', 'Cho']"
"He and Ron were getting very nervous now, though as Harry pointed out, Ron would look much less stupid than he would without a partner; Harry was supposed to be starting the dancing with the other champions.
  ","['Ron', 'Harry', 'Ron', 'Harry']"
"""I suppose there's always Moaning Myrtle,"" he said gloomily, referring to the ghost who haunted the girls' toilets on the second floor.
  ","['Moaning Myrtle', 'second']"
"""Harry - we've just got to grit our teeth and do it,"" said Ron on Friday morning, in a tone that suggested they were planning the storming of an impregnable fortress.","['Harry', 'Ron', 'Friday', 'morning']"
"""When we get back to the common room tonight, we'll both have partners - agreed?""
  ""Er . . .",['tonight']
"okay,"" said Harry.
  ",['Harry']
"But every time he glimpsed Cho that day - during break, and then lunchtime, and once on the way to History of Magic - she was surrounded by friends.",['Cho']
Didn't she ever go anywhere alone?,[]
Could he perhaps ambush her as she was going into a bathroom?,[]
But no - she even seemed to go there with an escort of four or five girls.,"['four or', 'five']"
"Yet if he didn't do it soon, she was bound to have been asked by somebody else.
  ",[]
"He found it hard to concentrate on Snape's Potions test, and consequently forgot to add the key ingredient - a bezoar - meaning that he received bottom marks.","['Snape', 'Potions']"
"He didn't care, though; he was too busy screwing up his courage for what he was about to do.",[]
"When the bell rang, he grabbed his bag, and hurried to the dungeon door.
  ",[]
"""I'll meet you at dinner,"" he said to Ron and Hermione, and he dashed off upstairs.
  ",['Ron']
"He'd just have to ask Cho for a private word, that was all. ...",['Cho']
"He hurried off through the packed corridors looking for her, and (rather sooner than he had expected)",[]
"he found her, emerging from a Defense Against the Dark Arts lesson.
  ",['Dark Arts']
"""Er - Cho?",[]
"Could I have a word with you?""
  Giggling should be made illegal.",[]
"Harry thought furiously, as all the girls around Cho started doing it.","['Harry', 'Cho']"
"She didn't, though.",[]
"She said, ""Okay,"" and followed him out of earshot other classmates.
  ",[]
"Harry turned to look at her and his stomach gave a weird lurch as though he had missed a step going downstairs.
  ",['Harry']
"""Er,"" he said.
  ",[]
He couldn't ask her.,[]
He couldn't.,[]
But he had to.,[]
"Cho stood there looking puzzled, watching him.",[]
"The words came out before Harry had quite got his tongue around them.
  ",['Harry']
"""Wangoballwime?""
  ""Sorry?"" said Cho.
  ""D'you - d'you want to go to the ball with me?"" said Harry.","['Cho', 'Harry']"
Why did he have to go red now?,[]
"Why?
  ""Oh!"" s aid Cho, and she went red too.",['Cho']
"""Oh Harry, I'm really sorry,"" and she truly looked it.",['Harry']
"""I've already said I'll go with someone else.",[]
"""
  ""Oh,"" said Harry.
  ",['Harry']
"It was odd; a moment before his insides had been writhing like snakes, but suddenly he didn't seem to have any insides at all.
  ",[]
"""Oh okay,"" he said, ""no problem.",[]
"""
  ""I'm really sorry,"" she said again.
  ",[]
"""That's okay,"" said Harry.
  ",['Harry']
"They stood there looking at each other, and then Cho said, ""Well-""
  ""Yeah,"" said Harry.
  ","['Cho', 'Harry']"
"""Well, 'bye,"" said Cho, still very red.",['Cho']
"She walked away.
  ",[]
"Harry called after her, before he could stop himself.
  ",['Harry']
"""Who're you going with?""
  ""Oh - Cedric,"" she said.",[]
"""Cedric Diggory.",['Cedric Diggory']
"""
  ""Oh right,"" said Harry.
  ",['Harry']
His insides had come back again.,[]
"It felt as though they had been filled with lead in their absence.
  ",[]
"Completely forgetting about dinner, he walked slowly back up to Gryffindor Tower, Cho's voice echoing in his ears with every step he took.","['Gryffindor Tower', 'Cho']"
"""Cedric - Cedric Diggory.""",[]
"He had been starting to quite like Cedric - prepared to overlook the fact that he had once beaten him at Quidditch, and was handsome, and popular, and nearly everyone's favorite champion.","['Cedric', 'Quidditch']"
"Now he suddenly realized that Cedric was in fact a useless pretty boy who didn't have enough brains to fill an eggcup.
  ",['Cedric']
"""Fairy lights,"" he said dully to the Fat Lady - the password had been changed the previous day.
  ",['the previous day']
"""Yes, indeed, dear!""",[]
"she trilled, straightening her new tinsel hair band as she swung forward to admit him.
  ",[]
"Entering the common room, Harry looked around, and to his surprise he saw Ron sitting ashen-faced in a distant corner.","['Harry', 'Ron']"
"Ginny was sitting with him, talking to him in what seemed to be a low, soothing voice.
  ",['Ginny']
"""What's up, Ron?"" said Harry, joining them.
  ","['Ron', 'Harry']"
"Ron looked up at Harry, a sort of blind horror in his face.
  ","['Ron', 'Harry']"
"""Why did I do it?""",[]
he said wildly.,[]
"""I don't know what made me do it!
  ",[]
"""What?"" said Harry.
  ",['Harry']
"""He - er - just asked Fleur Delacour to go to the ball with him,"" said Ginny.","['Fleur Delacour', 'Ginny']"
"She looked as though she was fighting back a smile, but she kept patting Ron's arm sympathetically.
  ",['Ron']
