sentence,entities
"""And the Jelly Slugs?",['the Jelly Slugs']
And the Acid Pops?,[]
Fred gave me one of those when I was seven -- it burnt a hole right through my tongue.,"['Fred', 'one']"
"I remember Mum walloping him with her broomstick.""",['Mum']
Ron stared broodingly into the Acid Pop box.,['Ron']
"""Reckon Fred'd take a bit of Cockroach Cluster if I told him they were peanuts?","['Reckon', 'Cockroach Cluster']"
"""
  When Ron and Hermione had paid for all their sweets, the three of them left Honeydukes for the blizzard outside.
  ","['Ron', 'three']"
"Hogsmeade looked like a Christmas card; the little thatched cottages and shops were all covered in a layer of crisp snow; there were holly wreaths on the doors and strings of enchanted candles hanging in the trees.
  ","['Hogsmeade', 'Christmas']"
"Harry shivered; unlike the other two, he didn't have his cloak.","['Harry', 'two']"
"They headed up the street, heads bowed against the wind, Ron and Hermione shouting through their scarves.
  ",['Ron']
"""That's the post office
  ""Zonko's is up there --""
  ""We could go up to the Shrieking Shack
  ""Tell you what,"" said Ron, his teeth chattering, ""shall we go for a butterbeer in the Three Broomsticks?""
  Harry was more than willing; the wind was fierce and his hands were freezing, so they crossed the road, and in a few minutes were entering the tiny inn.
  ","['Ron', 'the Three Broomsticks', 'Harry', 'a few minutes']"
"It was extremely crowded, noisy, warm, and smoky.",[]
"A curvy sort of woman with a pretty face was serving a bunch of rowdy warlock' up at the bar.
  ",[]
"""That's Madam Rosmerta,"" said Ron.","['Rosmerta', 'Ron']"
"""I'll get the drinks, shall I?""",[]
"he added, going slightly red.
  Harry and Hermione made their way to the back of the room, ,,her, there was a small, vacant table between the window and a handsome Christmas tree, which stood next to the fireplace.","['Harry', 'Christmas']"
"Ron came back five minutes later, carrying three foaming tankards of hot butterbeer.
  ","['Ron', 'five minutes later', 'three']"
"""Merry Christmas!""","['Merry', 'Christmas']"
"he said happily, raising his tankard.
  ",[]
Harry drank deeply.,['Harry']
"It was the most delicious thing he'd ever tasted and seemed to heat every bit of him from the inside.
  ",[]
A sudden breeze ruffled his hair.,[]
The door of the Three Broomsticks had opened again.,['the Three Broomsticks']
"Harry looked over the rim of his tankard and choked.
  ",['Harry']
"Professors McGonagall and Flitwick had just entered the pub with a flurry of snowflakes, shortly followed by Hagrid, who was deep in conversation with a portly man in a lime-green bowler hat and a pinstriped cloak -- Cornelius Fudge, Minister of Magic.
  ","['Flitwick', 'Hagrid', 'Cornelius Fudge', 'Magic']"
"In an instant, Ron and Hermione had both placed hands on the top of Harry's head and forced him off his stool and under the table.","['Ron', 'Harry']"
"Dripping with butterbeer and crouching out of sight, Harry clutched his empty tankard and watched the teachers' and Fudge's feet move toward the bar, pause, then turn and walk right toward him.
  ","['Harry', 'Fudge']"
"Somewhere above him, Hermione whispered, Mobiliarbus!""
  ",['Mobiliarbus']
"The Christmas tree beside their table rose a few inches off the ground, drifted sideways, and landed with a soft thump right in front of their table, hiding them from view.","['Christmas', 'a few inches']"
"Staring through the dense lower branches, Harry saw four sets of chair legs move back from the table right beside theirs, then heard the grunts and sighs If the teachers and minister as they sat down.
  ","['Harry', 'four']"
"Next he saw another pair of feet, wearing sparkly turquoise high heels, and heard a woman's voice.",[]
"""A small gillywater --""
  ""Mine,"" said Professor McGonagall's voice.
  ",['McGonagall']
"""Four pints of mulled mead --""
  ""Ta, Rosmerta,"" said Hagrid.
  ","['Four', 'Hagrid']"
"""A cherry syrup and soda with ice and umbrella --""
  ""Mmm!"" said Professor Flitwick, smacking his lips.
  ",['Flitwick']
"""So you'll be the red currant rum, Minister.",[]
"""
  ""Thank you, Rosmerta, m'dear,"" said Fudge's voice.","['Rosmerta', 'Fudge']"
"""Lovely to see you again, I must say.",[]
"Have one yourself, won't you?",['one']
"Come and join us....""
  ""Well, thank you very much, Minister.",[]
"""
  Harry watched the glittering heels march away and back again.",['Harry']
His heart was pounding uncomfortably in his throat.,[]
Why hadn't it occurred to him that this was the last weekend of term for the teachers to& And how long were they going to sit there?,"['the last weekend', 'the teachers to& And']"
He needed time to sneak back into Honeydukes if he wanted to return to school tonight....,"['Honeydukes', 'tonight']"
"Hermione's leg gave a nervous twitch next to him.
  ",[]
"""So, what brings you to this neck of the woods, Minister?"" came Madam Rosmerta's voice.
  ",['Rosmerta']
Harry saw the lower part of Fudge's thick body twist in his chair as though he were checking for eavesdroppers.,"['Harry', 'Fudge']"
"Then he said in a quiet voice, ""What else, m'dear, but Sirius Black?",[]
"I daresay you heard what happened up at the school at Halloween?""
  I did hear a rumor,"" admitted Madam Rosmerta.
  ","['Halloween', 'Rosmerta']"
"""Did you tell the whole pub, Hagrid?"" said Professor McGonagall exasperatedly.
  ","['Hagrid', 'McGonagall']"
"""Do you think Blacks still in the area, Minister?"" whispered Madam Rosmerta.
  ",['Rosmerta']
"""I'm sure of it,"" said Fudge shortly.
  ",['Fudge']
"""You know that the dementors have searched the whole village twjce?"" said Madam Rosmerta, a slight edge to her voice.",['Madam Rosmerta']
"""Scared all my customers away...",[]
"It's very bad for business, Minister.",[]
"""
  ""Rosmerta, dear, I don't like them any more than you do,"" said Fudge uncomfortably.",['Fudge']
"""Necessary precaution... unfortunate, but there YOU are....",[]
I've just met some of them.,[]
They're in a fury against Dumbledore -- he won't let them inside the castle grounds.,['Dumbledore']
"""
  ""I should think not,"" said Professor McGonagall sharply.",['McGonagall']
"""How are we supposed to teach with those horrors floating around?""
  ""Hear, hear!"" squeaked tiny Professor Flitwick, whose feet were dangling a foot from the ground.
  ",[]
"""All the same,"" demurred Fudge, ""they are here to protect you all from something much worse....",['Fudge']
"We all know what Black's capable of...""
  ""Do you know, I still have trouble believing it,"" said Madam Rosmerta thoughtfully.",['Rosmerta']
"""Of all the people to go over to the Dark Side, Sirius Black was the last I'd have thought...","['the Dark Side, Sirius Black']"
"I mean, I remember him when he was a boy at Hogwarts.",[]
"If you'd told me then what he was going to become, I'd have said you'd had too much mead.",[]
"""
  ""You don't know the half of it, Rosmerta,"" said Fudge gruffly.","['half', 'Rosmerta', 'Fudge']"
"""The worst he did isn't widely known.",[]
"""
  ""The worst?"" said Madam Rosmerta, her voice alive with curiosity, ""Worse than murdering all those poor people, you mean?""
  ""I certainly do,"" said Fudge.
  ","['Madam Rosmerta', 'Fudge']"
"""I ca'A believe that.","[""ca'A""]"
"What could possibly be worse?""",[]
"""You say you remember him at Hogwarts, Rosmerta,"" mur- mured Professor McGonagall.",['McGonagall']
"""Do you remember who his-best friend was?""
  ""Naturally,"" said Madam Rosmerta, with a small laugh.",['Madam Rosmerta']
"""Never saw one without the other, did you?",[]
"The number of times I had them in here -- ooh, they used to make me laugh.",[]
"Quite the double act, Sirius Black and James Potter!","['Sirius Black', 'James Potter']"
"""
  Harry dropped his tankard with a loud clunk.",['Harry']
"Ron kicked him.
  ",['Ron']
"""Precisely,"" said Professor McGonagall.",['McGonagall']
"""Black and Potter.",['Black and Potter']
Ringleaders of their little gang.,[]
"Both very bright, of course -- exceptionally bright, in fact -- but I don't think we've ever had such a pair of troublemakers --""
  ""I dunno,"" chuckled Hagrid.",['Hagrid']
"""Fred and George Weasley could give 'em a run fer their money.",['Fred and George Weasley']
"""
  ""You'd have thought Black and Potter were brothers!"" chimed in Professor Flitwick.",['Black and Potter']
"""Inseparable!""
  ""Of course they were,"" said Fudge.",['Fudge']
"""Potter trusted Black beyond all his other friends.",[]
Nothing changed when they left school.,[]
Black was best man when James married Lily.,['James']
Then they named him godfather to Harry.,['Harry']
"Harry has no idea, of course.",['Harry']
You can imagine how the idea would torment him.,[]
"""
  ""Because Black turned out to be in league with You-Know-Who?"" whispered Madam Rosmerta.
  ","['Because Black', 'Rosmerta']"
"""Worse even than that, rn'dear....""","[""rn'dear""]"
Fudge dropped his voice and proceeded in a sort of low rumble.,[]
"""Not many people are aware that the Potters knew You-Know-Who was after them.",['Potters']
"Dumbledore, who was of course working tirelessly against You-Know-Who, had a number of useful spies.",[]
"One of them tipped him off, and he alerted James and Lily at once.","['One', 'James']"
He advised them to go into hiding.,[]
"Well, of course, You-Know-Who wasn't an easy person to hide from.",[]
Dumbledore told them that their best chance was the Fidelius Charm.,"['Dumbledore', 'the Fidelius Charm']"
"""
  ""How does that work?"" said Madam Rosmerta, breathless with interest.",['Madam Rosmerta']
"Professor Flitwick cleared his throat.
  ",['Flitwick']
"""An immensely complex spell,"" he said squeakily, ""involving the magical concealment of a secret inside a single, living soul.",[]
"The information is hidden inside the chosen person, or Secret-Keeper, and is henceforth impossible to find -- unless, of course, the Secret-Keeper chooses to divulge it.","['Secret-Keeper', 'the Secret-Keeper']"
"As long as the Secret-Keeper refused to speak, You-Know-Who could search the village where Lily and James were staying for years and never find them, not even if he had his nose pressed against their sitting room window!""
  ""So Black was the Potters' Secret-Keeper?"" whispered Madam Rosmerta.
  ","['the Secret-Keeper', 'Lily', 'James', 'years', '""So Black was the Potters\' Secret-Keeper', 'Rosmerta']"
"""Naturally,"" said Professor McGonagall.",['McGonagall']
"""James Potter told Dumbledore that Black would die rather than tell where they were, that Black was planning to go into hiding himself... and yet, Dumbledore remained worried.","['James Potter', 'Dumbledore', 'Dumbledore']"
I remember him offering to be the Potters' Secret-Keeper himself.,['Potters']
"""
  ""He suspected Black?"" gasped Madam Rosmerta.
  ",['Rosmerta']
"""He was sure that somebody close to the Potters had been keeping You-Know-Who informed of their movements,"" said Professor McGonagall darkly.","['Potters', 'McGonagall']"
"""Indeed, he had suspected for some time that someone on our side had turned traitor and was passing a lot of information to You-Know-Who.""
  ""But James Potter insisted on using Black?""
  ""He did,"" said Fudge heavily.","['James Potter', 'Fudge']"
"""And then, barely a week after the Fidelius Charm had been performed --"" ""Black betrayed them?"" breathed Madam Rosmerta.
  ","['barely a week', 'the Fidelius Charm', 'Rosmerta']"
"""He did indeed.",[]
"Black was tired of his double-agent role, he was ready to declare his support openly for You-Know-Who, and he seems to have planned this for the moment of the Potters' death.",['Potters']
"But, as we all know, You-Know-Who met his downfall in little Harry Potter.",['Harry Potter']
"Powers gone, horribly weakened, he fled.",[]
And this left Black in a very nasty position indeed.,[]
"His master had fallen at the very moment when he, Black, had shown his true colors as a traitor.",[]
"He had no choice but to run for it --""
  ""Filthy, stinkin' turncoat!""",[]
"Hagrid said, so loudly that half the bar went quiet.
  ",['half']
"""Shh!"" said Professor McGonagall.
  ",['McGonagall']
"""I met him!""",[]
growled Hagrid.,['Hagrid']
"""I musta bin the last ter see him before he killed all them people!",['musta bin']
It was me what rescued Harry from Lily an' James's house after they was killed!,"['Harry', 'James']"
"jus' got him outta the ruins, poor little thing, with a great slash across his forehead, an' his parents dead...",[]
"an' Sirius Black turns up, on that flyin' motorbike he used ter ride.",[]
Never occurred ter me what he was doin' there.,[]
I didn' know he'd bin Lily an' James's Secret-Keeper.,['bin Lily']
Thought he'd jus' heard the news o' You-Know-Who's attack an' come ter see what he could do.,[]
White an' shakin',[]
", he was.",[]
An' yeh know what I did?,[]
"I COMFORTED THE MURDERIN' TRAITOR!""",[]
"Hagrid roared.
  ",[]
"""Hagrid, please!"" said Professor McGonagall.",['McGonagall']
"""Keep your voice down!",[]
"""
  ""How was I ter know he wasn' upset abou' Lily an' James?","[""Lily an' James""]"
It was You-Know-Who he cared abou'!,[]
"An' then he says, 'Give Harry ter me, Hagrid, I'm his godfather, I'll look after him --' Ha!",['Hagrid']
"But I'd had me orders from Dumbledore, an' I told Black no, Dumbledore said Harry was ter go ter his aunt an' uncle's.","['Dumbledore', 'Dumbledore', 'Harry']"
"Black argued, but in the end he gave in.",[]
Told me ter take his motorbike ter get Harry there.,['Harry']
"'I won't need it anymore,' he says.
  ",[]
"""I shoulda known there was somethin' fishy goin' on then.",[]
"He loved that motorbike, what was he givin' it ter me for?",[]
Why wouldn' he need it anymore?,[]
"Fact was, it was too easy ter trace.",[]
Dumbledore knew he'd bin the Potters' Secret-Keeper.,[]
"Black knew he was goin' ter have ter run fer it that night, knew it was a matter o' hours before the Ministry was after him.
  ","[""' hours""]"
"""But what if I'd given Harry to him, eh?",['Harry']
I bet he'd 've pitched him off the bike halfway out ter sea.,[]
His bes' friends' son!,[]
"But when a wizard goes over ter the Dark Side, there's nothin' and no one that matters to em anymore....",[]
"""
  A long silence followed Hagrid's story.",['Hagrid']
"Then Madam Rosmerta said with some satisfaction, ""But he didn't manage to disappear, did he?",['Rosmerta']
The Ministry of Magic caught up with him next day!,"['The Ministry of Magic', 'next day']"
"""
  ""Alas, if only we had,"" said Fudge bitterly.",['Fudge']
"""It was not we who found him.",[]
It was little Peter Pettigrew -- another of the Potters' friends.,"['Peter Pettigrew', 'Potters']"
"Maddened by grief, no doubt, and knowing that Black had been the Potters' Secret-Keeper, he went after Black himself.","['Black', 'Potters']"
"""
  ""Pettigrew... that fat little boy who was always tagging around after them at Hogwarts?"" said Madam Rosmerta.
  ",['Madam Rosmerta']
"""Hero-worshipped Black and Potter,"" said Professor McGonagall.","['Black and Potter', 'McGonagall']"
"""Never quite in their league, talent-wise.",[]
"I was often rather ,harp with him.",[]
"You can imagine how I -how I regret that now...""",[]
"She sounded as though she had a sudden head cold.
  ",[]
"""There, now, Minerva,"" said Fudge kindly, ""Pettigrew died a hero's death.","['Minerva', 'Fudge', 'Pettigrew']"
"Eyewitnesses -- Muggles, of course, we wiped their, memories later -- told us how Pettigrew cornered Black.",['Pettigrew']
"They say he was sobbing, 'Lily and James, Sirius!","['Lily', 'James, Sirius']"
How could you?',[]
And then he went for his wand.,[]
"Well, of course, Black was quicker.",[]
"Blew Pettigrew to smithereens....""
  Professor McGonagall blew her nose and said thickly, ""Stupid boy ... foolish boy...","['Blew Pettigrew', 'McGonagall']"
"he was always hopeless at dueling... should have left it to the Ministry....""
  ""I tell yeh, if I'd got ter Black before little Pettigrew did, I wouldn't 've messed around with wands -- I'd 've ripped him limb -- from -- limb,"" Hagrid growled.
  ",['Pettigrew']
"""You don't know what you're talking about, Hagrid,"" said Fudge sharply.","['Hagrid', 'Fudge']"
"""Nobody but trained Hit Wizards from the Magical Law Enforcement Squad would have stood a chance against Black once he was cornered.","['Hit Wizards', 'the Magical Law Enforcement Squad']"
"I was Junior Minister in the Department of Magical Catastrophes at the time, and I was one of the first on the scene after Black murdered all those people.","['the Department of Magical Catastrophes', 'first']"
I -- I will never forget it.,[]
I still dream about it sometimes.,[]
"A crater in the middle of the street, so deep it had cracked the sewer below.",[]
Bodies everywhere.,[]
Muggles screaming.,[]
"And Black standing there laughing, with what was left of Pettigrew in front of him... a heap of bloodstained robes and a few -- a few fragments --""
  Fudge's voice stopped abruptly.","['Pettigrew', 'Fudge']"
"There was the sound of five noses being blown.
  ",['five']
"""Well, there you have it, Rosmerta,"" said Fudge thickly.","['Rosmerta', 'Fudge']"
"""Black was taken away by twenty members of the Magical Law Enforcement 'Squad and Pettigrew received the Order of Merlin, First Class, which I think was some comfort to his poor mother.","['twenty', ""the Magical Law Enforcement 'Squad"", 'Pettigrew', 'First']"
Blades been in Azkaban ever since.,['Azkaban']
"""
  Madam Rosmerta let out a long sigh.
  ",[]
"""Is it true he's mad, Minister?""
  ""I wish I could say that he was,"" said Fudge slowly.",['Fudge']
"""I certainly believe his master's defeat unhinged him for a while.",[]
The murder of Pettigrew and all those Muggles was the action of a cornered and desperate man -- cruel... pointless.,"['Pettigrew', 'Muggles']"
Yet I met Black on my last inspection of Azkaban.,['Azkaban']
"You know, most of the prisoners in there sit muttering to themselves in the dark; there's no sense in them...",[]
but I was shocked at how normal Black seemed.,[]
He spoke quite rationally to me.,[]
It was unnerving.,[]
"You'd have thought he was merely bored -- asked if I'd finished with my newspaper, cool as you please, said he missed doing the crossword.",[]
"Yes, I was astounded at how little effect the dementors seemed to be having on him -- and he was one of the most heavily guarded in the place, you know.",[]
Dementors outside his door day and night.,[]
"""
  ""But what do you think he's broken out to do?"" said Madam Rosmerta.",['Madam Rosmerta']
"""Good gracious, Minister, he isn't trying to rejoin You-Know-Who, is he?""
  I daresay that is his -- er -- eventual plan,"" said Fudge evasively.",['Fudge']
"""But we hope to catch Black long before that.",[]
"I must say, You-Know-Who alone and friendless is one thing... but give him back his most devoted servant, and I shudder to think how quickly he'll rise again....",[]
"""
  There was a small chink of glass on wood.",[]
"Someone had set down their glass.
  ",[]
"""You know, Cornelius, if you're dining with the headmaster, he'd better head back up to the castle,"" said Professor McGonagall.
  ","['Cornelius', 'McGonagall']"
"One by one, the pairs of feet in front of Harry took the weight of their owners once more; hems of cloaks swung into sight, and Madam Rosemerta's glittering heels disappeared behind the bar.","['One', 'Harry', 'Rosemerta']"
"The door of the Three Broomsticks opened again, there was another flurry of snow, and the teachers had disappeared.
  ",['the Three Broomsticks']
"""Harry?""
  Ron's and Hermione's faces appeared under the table.","['Harry', 'Ron', 'Hermione']"
"They were both staring at him, lost for words.
  ",[]
"CHAPTER ELEVEN
  THE FIREBOLT
  Harry didn't have a very clear idea of how he had managed to get back into the Honeydukes cellar, through the tunnel, and into the castle once more.","['Harry', 'Honeydukes']"
"All he knew was that the return trip seemed to take no time at all, and that he hardly noticed what he was doing, because his head was still pounding with the conversation he had just heard.
  ",[]
Why had nobody ever told him?,[]
"Dumbledore, Hagrid, Mr. Weasley, Cornelius Fudge... why hadn't anyone ever mentioned the fact that Harry's parents had died because their best friend had betrayed them?
  Ron and Herinione watched Harry nervously all through dintier, not daring to talk about what they'd overheard, because Percy was sitting close by them.","['Hagrid', 'Weasley', 'Cornelius Fudge', 'Harry', 'Ron', 'Herinione', 'Harry', 'Percy']"
"When they went upstairs to the crowded common room, it was to find Fred and George had set off half a dozen Dungbombs in a fit of end- of-term high spirits.","['Fred and George', 'half a dozen']"
"Harry, who didn't want Fred and George asking him whether he'd reached Hogsmeade or not, sneaked quietly up to the empty dormitory and headed straight for his bedside cabinet.","['Harry', 'Fred and George', 'Hogsmeade']"
"He pushed his books aside and quickly found what he was looking for -- the leather-bound photo album Hagrid had given him two years ago, which was full of wizard pictures of his mother and father.","['Hagrid', 'two years ago']"
"He sat down on his bed, drew the hangings around him, and started turning the pages, searching, until...
  ",[]
He stopped on a picture of his parents' wedding day.,[]
"There was his father waving up at him, beaming, the untidy black hair Harry had inherited standing up in all directions.",['Harry']
"There was his mother, alight with happiness, arm in arm with his dad.",[]
And there ... that must be him.,[]
Their best man...,[]
"Harry had never given him a thought before.
  ",['Harry']
"If he hadn't known it was the same person, he would never have guessed it was Black in this old photograph.",[]
"His face wasn't sunken and waxy, but handsome, full of laughter.",[]
Had he already been working for Voldemort when this picture had been taken?,['Voldemort']
Was he already planning the deaths of the two people next to him?,['two']
"Did he realize he was facing twelve years in Azkaban, twelve years that would make him unrecognizable?
  ","['twelve years', 'Azkaban', 'twelve years']"
"But the dementors don't affect him, Harry thought, staring into the handsome, laughing face.",['Harry']
"He doesn't have to hear my Min screaming if they get too close -
  Harry slammed the album shut, reached over and stuffed it back into his cabinet, took off his robe and glasses and got into bed, making sure the hangings were hiding him from view.
  ",['Harry']
"The dormitory door opened.
  ",[]
"""Harry?"" said Ron's voice uncertainly.
  ","['Harry', 'Ron']"
"But Harry still, pretending to be asleep.",['Harry']
"He heard Ron leave again, and rolled over on his back, his eyes wide open.
  ",['Ron']
A hatred such as he had never known before was coursing through Harry like poison.,['Harry']
"He could see Black laughing at him through the darkness, as though somebody had pasted the picture from the album over his eyes.",[]
"He watched, as though somebody was playing him a piece of film, Sirius Black blasting Peter Pettigrew (who resembled Neville Longbottom) into a thousand pieces.","['Sirius Black', 'Peter Pettigrew', 'Neville Longbottom', 'thousand']"
"He could hear (though having no idea what Black's voice might sound like) a low, excited mutter.",[]
"""It has happened, My Lord... the Potters have made me their Secret-Keeper and then came another voice, laughing shrilly, the same laugh that Harry heard inside his head whenever the dementors drew near....
  ""Harry, you -- you look terrible.","['Potters', 'Harry', 'Harry']"
"""
  Harry hadn't gotten to sleep until daybreak.",['Harry']
"He had awoken to find the dormitory deserted, dressed, and gone down the spiral staircase to a common room that was completely empty except for Ron, who was eating a Peppermint Toad and massaging his stomach, and Hermione, who had spread her homework over three tables.
  ","['Ron', 'Hermione', 'three']"
"""Where is everyone?"" said Harry.
  ""Gone!",['Harry']
"It's the first day of the holidays, remember?"" said Ron, watching Harry closely.","['the first day of the holidays', 'Ron', 'Harry']"
"""It's nearly lunchtime; I was going to come and wake you up in a minute.",[]
"""
  Harry slumped into a chair next to the fire.",['Harry']
Snow was still falling outside the windows.,[]
"Crookshanks was spread out in front of the fire like a large, ginger rug.
  ",[]
"""You really don' look well, you know,"" Hermione said, peering anxiously into his face.
  ",[]
"""I'm fine,"" said Harry.
  ""Harry, listen,"" said Hermione, exchanging a look with Ron, you must be really upset about what we heard yesterday.","['Harry', 'Harry', 'Hermione', 'Ron', 'yesterday']"
"But the thing is, you mustn't go doing anything stupid.",[]
"""
  ""Like what?"" said Harry.
  ",['Harry']
"""Like trying to go after Black,"" said Ron sharply.
  ",['Ron']
Harry could tell they had rehearsed this conversation while he had been asleep.,['Harry']
"He didn't say anything.
  ",[]
"""You won't, will you, Harry?"" said Hermione.
  ""Because Black's not worth dying for,"" said Ron.
  Harry looked at them.","['Harry', ""Because Black's"", 'Ron', 'Harry']"
"They didn't seem to understand at all.
  ",[]
"""D'you know what I see and hear every time a dementor gets too near me?""",[]
"Ron and Hermione shook their heads, looking apprehensive.",['Ron']
"""I can hear my mum screaming and pleading with Voldemort.",['Voldemort']
"And if you'd heard your mum screaming like that, just about to be killed, you wouldn't forget it in a hurry.",[]
"And if you found out someone who was supposed to be a friend of hers betrayed her and sent Voldemort after her --""
  ""There's nothing you can do!"" said Hermione, looking stricken.","['Voldemort', 'Hermione']"
"""The dementors will catch Black and he'll go back to Azkaban and -- and serve him right!""
  ""You heard what Fudge said.","['Azkaban', 'Fudge']"
Black isn't affected by Azkaban like normal people are.,['Azkaban']
It's not a punishment for him like it is for the others.,[]
"""
  ""So what are you saying?"" said Ron, looking very tense.",['Ron']
"""You want to -- to kill Black or something?""
  ""Don't be silly,"" said Herinione in a panicky voice.",['Herinione']
"""Harry doesn't want to kill anyone, do you, Harry?""
  Again, Harry didn't answer.","['Harry', 'Harry', 'Harry']"
He didn't know what he wanted to do.,[]
"All he knew was that the idea of doing nothing, while Black was at liberty, was almost more than he could stand.
  ",[]
"Malfoy knows,"" he said abruptly.",['Malfoy']
"""Remember what he said to me in Potions?",['Potions']
"'If it was me, I'd hunt him down myself...",[]
"I'd want revenge.
  ",[]
"""You're going to take Malfoy's advice instead of ours?"" said Ron furiously.","['Malfoy', 'Ron']"
"""Listen... you know what Pettigrew's mother got back after Black had finished with him?",['Pettigrew']
"Dad told me -- the Order of Merlin, First Class, and Pettigrew's finger in a box.","['Dad', 'First', 'Pettigrew']"
That was the biggest bit of him they could find.,[]
"Black's a madman, Harry, and he's dangerous --""
  ""Malfoy's dad must have told him,"" said Harry, ignoring Ron.","['Harry', 'Malfoy', 'Harry', 'Ron']"
"""He was right in Voldemort's inner circle --""
  ""Say You-Know-Who, will you?"" interjected Ron angrily.
  ","['Voldemort', 'Say You-Know-Who', 'Ron']"
"""-- so obviously, the Malfoys knew Black was working for Voldemort --""
  ""-- and Malfoy'd love to see you blown into about a million pieces, like Pettigrew!","['Voldemort', 'about a million', 'Pettigrew']"
Get a grip.,[]
Malfoy's just hoping you'll get Yourself killed before he has to play you at Quidditch.,['Malfoy']
"""
  ""Harry, please,"" said Hermione, her eyes now shining with tears, ""Please be sensible.","['Harry', 'Hermione']"
"Black did a terrible, terrible thing, but d-don't Put Yourself in danger, it's what Black wants....",['Put Yourself']
"Oh, Harry, you'd be Playing right into Black's hands if you went looking for him.","['Harry', ""Black's""]"
"Your mum and dad wouldn't want you to get hurt, would they?",[]
"They'd never want you to go looking for Black!""
  ""I'll never know what they'd have wanted, because thanks to Black, I've never spoken to them,"" said Harry shortly.
  ",['Harry']
There was a silence in which Crookshanks stretched luxuriously flexing his claws.,['Crookshanks']
"Ron's pocket quivered.
  ",['Ron']
"""Look,"" said Ron, obviously casting around for a change of subject, ""it's the holidays!",['Ron']
It's nearly Christmas!,['nearly Christmas']
Let's -- let's go down and see Hagrid.,['Hagrid']
"We haven't visited him for ages!""
  ""No!"" said Hermione quickly.",[]
"""Harry isn't supposed to leave the castle, Ron --""
  ""Yeah, let's go,"" said Harry, sitting up, ""and I can ask him how come he never mentioned Black when he told me all about my parents!","['Harry', 'Ron', 'Harry']"
"""
  Further discussion of Sirius Black plainly wasn't what Ron had had in mind.
  ","['Sirius Black', 'Ron']"
"""Or we could have a game of chess, he said hastily, ""or Gobstones.",['Gobstones']
"Percy left a set --""
  ""No, let's visit Hagrid,"" said Harry firmly.
  ","['Percy', 'Hagrid', 'Harry']"
"So they got their cloaks from their dormitories and set off through the portrait hole (""Stand and fight, you yellow-bellied mongrels!""), down through the empty castle and out through the oak front doors.
  ",[]
"They made their way slowly down the lawn, making a shallow trench in the glittering, powdery snow, their socks and the hems of their cloaks soaked and freezing.",[]
"The Forbidden Forest looked as though it had been enchanted, each tree smattered with silver, and Hagrid's cabin looked like an iced cake.
  ","['The Forbidden Forest', 'Hagrid']"
"Ron knocked, but there was no answer.
  ",['Ron']
"""He's not out, is he?"" said Hermione, who was shivering under her cloak.
  ",['Hermione']
"Ron had his ear to the door.
  ",['Ron']
"""There's a weird noise,"" he said.",[]
"""Listen -- is that Fang?""
  Harry and Hermione put their ears to the door too.",['Harry']
"From inside the cabin came a series of low, throbbing moans.
  ",['moans']
"""Think we'd better go and get someone?"" said Ron nervously.
  ",['Ron']
"""Hagrid!"" called Harry, thumping the door.",['Harry']
"""Hagrid, are you in there.
  ",[]
"There was a sound of heavy footsteps, then the door creaked open.",[]
"Hagrid stood there with his eyes red and swollen, tears splashing down the front of his leather vest.
  ",[]
"""YWve heard?"" he bellowed, and he flung himself onto Harry's neck.
  ",['Harry']
"Hagrid being at least twice the size of a normal man, this was no laughing matter.",[]
"Harry, about to collapse under Hagrid's weight, was rescued by Ron and Hermione, who each seized Hagrid under an arm and heaved him back into the cabin.","['Harry', 'Hagrid', 'Ron', 'Hagrid']"
"Hagrid allowed himself to be steered into a chair and slumped over the table, sobbing uncontrollably, his face glazed with tears that dripped down into his tangled beard.
  ",[]
"""Hagrid, what is it?"" said Hermione, aghast.
  ",['Hermione']
"Harry spotted an official-looking letter lying open on the table.
  ",['Harry']
"""What's this, Hagrid?""
  Hagrid's sobs redoubled, but he shoved the letter toward Harry, who Picked it up and read aloud:
  Dear Mr. Hagrid,
  Further to our inquiry into the attack by a hippogriff on a student in your class, we have accepted the assurances of Professor Dumbledore that you bear no responsibility for the regrettable incident.
  ","['Hagrid', 'Hagrid', 'Harry', 'Hagrid', 'Dumbledore']"
"""Well, that's okay then, Hagrid!"" said Ron, clapping Hagrid oil the shoulder.","['Hagrid', 'Ron', 'Hagrid']"
"But Hagrid continued to sob, and waved one of his gigantic hands, inviting Harry to read on.
  ",['Harry']
"However, we must register our concern about the hippogriff in question.",[]
"We have decided to uphold the official complaint of Mr. Lucius Malfoy, and this matter will therefore be taken to the Committee for the Disposal of Dangerous Creatures.","['Lucius Malfoy', 'the Committee for the Disposal of Dangerous Creatures']"
"The hearing will take place on April 20th, and we ask you to present yourself and your hippogriff at the Committee's offices in London on that date.","['April 20th', 'Committee', 'London']"
"In the meantime, the hippogriff should be kept tethered and isolated.",[]
"Yours in fellowship...
  There followed a list of the school governors.
  ",[]
"""Oh,"" said Ron.",['Ron']
"""But you said Buckbeak isn't a bad hippogriff, Hagrid.","['Buckbeak', 'Hagrid']"
"I bet he'll get off
  ""Yeh don' know them gargoyles at the Committee fer the Disposal o' Dangerous Creatures!""","['Yeh', ""the Committee fer the Disposal o' Dangerous Creatures""]"
"choked Hagrid, wiping his eyes on his sleeve.",['Hagrid']
"""They've got it in fer interestin' creatures!",[]
